PassengerId,Pclass,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,FamilySize,Single,SmallFamily,MedFamily,LargeFamily,Title,target
272,3,1,25.0,0,0,9,0.0,8,3,1,1,0,0,0,2,1
273,2,0,41.0,0,1,30,19.5,8,3,2,0,1,0,0,1,1
274,1,1,37.0,0,1,10,29.7,2,1,2,0,1,0,0,2,0
275,3,0,24.0,0,0,30,7.75,8,2,1,1,0,0,0,1,1
276,1,0,63.0,1,0,30,77.9583,3,3,2,0,1,0,0,1,1
277,3,0,45.0,0,0,30,7.75,8,3,1,1,0,0,0,1,0
278,2,1,24.0,0,0,30,0.0,8,3,1,1,0,0,0,2,0
279,3,1,7.0,4,1,30,29.125,8,2,6,0,0,0,1,0,0
280,3,0,35.0,1,1,4,20.25,8,3,3,0,0,1,0,1,1
281,3,1,65.0,0,0,30,7.75,8,2,1,1,0,0,0,2,0
282,3,1,28.0,0,0,30,7.8542,8,3,1,1,0,0,0,2,0
283,3,1,16.0,0,0,30,9.5,8,3,1,1,0,0,0,2,0
284,3,1,19.0,0,0,1,8.05,8,3,1,1,0,0,0,2,1
285,1,1,24.0,0,0,30,26.0,0,3,1,1,0,0,0,2,0
286,3,1,33.0,0,0,30,8.6625,8,1,1,1,0,0,0,2,0
287,3,1,30.0,0,0,30,9.5,8,3,1,1,0,0,0,2,1
288,3,1,22.0,0,0,30,7.8958,8,3,1,1,0,0,0,2,0
289,2,1,42.0,0,0,30,13.0,8,3,1,1,0,0,0,2,1
290,3,0,22.0,0,0,30,7.75,8,2,1,1,0,0,0,1,1
291,1,0,26.0,0,0,30,78.85,8,3,1,1,0,0,0,1,1
292,1,0,19.0,1,0,30,91.0792,1,1,2,0,1,0,0,1,1
293,2,1,36.0,0,0,18,12.875,3,1,1,1,0,0,0,2,0
294,3,0,24.0,0,0,30,8.85,8,3,1,1,0,0,0,1,0
295,3,1,24.0,0,0,30,7.8958,8,3,1,1,0,0,0,2,0
296,1,1,24.0,0,0,10,27.7208,8,1,1,1,0,0,0,2,0
297,3,1,23.5,0,0,30,7.2292,8,1,1,1,0,0,0,2,0
298,1,0,2.0,1,2,30,151.55,2,3,4,0,0,1,0,1,0
299,1,1,24.0,0,0,30,30.5,2,3,1,1,0,0,0,2,1
300,1,0,50.0,0,1,10,247.5208,1,1,2,0,1,0,0,1,1
301,3,0,24.0,0,0,30,7.75,8,2,1,1,0,0,0,1,1
302,3,1,24.0,2,0,30,23.25,8,2,3,0,0,1,0,2,1
303,3,1,19.0,0,0,9,0.0,8,3,1,1,0,0,0,2,0
304,2,0,24.0,0,0,30,12.35,4,2,1,1,0,0,0,1,1
305,3,1,24.0,0,0,1,8.05,8,3,1,1,0,0,0,2,0
306,1,1,0.92,1,2,30,151.55,2,3,4,0,0,1,0,0,1
307,1,0,24.0,0,0,30,110.8833,8,1,1,1,0,0,0,1,1
308,1,0,17.0,1,0,10,108.9,2,1,2,0,1,0,0,1,1
309,2,1,30.0,1,0,12,24.0,8,1,2,0,1,0,0,2,0
310,1,0,30.0,0,0,10,56.9292,4,1,1,1,0,0,0,1,1
311,1,0,24.0,0,0,30,83.1583,2,1,1,1,0,0,0,1,1
312,1,0,18.0,2,2,10,262.375,1,1,5,0,0,0,1,1,1
313,2,0,26.0,1,1,30,26.0,8,3,3,0,0,1,0,1,0
314,3,1,28.0,0,0,30,7.8958,8,3,1,1,0,0,0,2,0
315,2,1,43.0,1,1,7,26.25,8,3,3,0,0,1,0,2,0
316,3,0,26.0,0,0,30,7.8542,8,3,1,1,0,0,0,1,1
317,2,0,24.0,1,0,30,26.0,8,3,2,0,1,0,0,1,1
318,2,1,54.0,0,0,30,14.0,8,3,1,1,0,0,0,3,0
319,1,0,31.0,0,2,30,164.8667,2,3,3,0,0,1,0,1,1
320,1,0,40.0,1,1,30,134.5,4,1,3,0,0,1,0,1,1
321,3,1,22.0,0,0,1,7.25,8,3,1,1,0,0,0,2,0
322,3,1,27.0,0,0,30,7.8958,8,3,1,1,0,0,0,2,0
323,2,0,30.0,0,0,30,12.35,8,2,1,1,0,0,0,1,1
324,2,0,22.0,1,1,30,29.0,8,3,3,0,0,1,0,1,1
325,3,1,24.0,8,2,4,69.55,8,3,11,0,0,0,1,2,0
326,1,0,36.0,0,0,10,135.6333,2,1,1,1,0,0,0,1,1
327,3,1,61.0,0,0,30,6.2375,8,3,1,1,0,0,0,2,0
328,2,0,36.0,0,0,30,13.0,3,3,1,1,0,0,0,1,1
329,3,0,31.0,1,1,30,20.525,8,3,3,0,0,1,0,1,1
330,1,0,16.0,0,1,30,57.9792,1,1,2,0,1,0,0,1,1
331,3,0,24.0,2,0,30,23.25,8,2,3,0,0,1,0,1,1
332,1,1,45.5,0,0,30,28.5,2,3,1,1,0,0,0,2,0
333,1,1,38.0,0,1,10,153.4625,2,3,2,0,1,0,0,2,0
334,3,1,16.0,2,0,30,18.0,8,3,3,0,0,1,0,2,0
335,1,0,24.0,1,0,10,133.65,8,3,2,0,1,0,0,1,1
336,3,1,24.0,0,0,30,7.8958,8,3,1,1,0,0,0,2,0
337,1,1,29.0,1,0,30,66.6,2,3,2,0,1,0,0,2,0
338,1,0,41.0,0,0,30,134.5,4,1,1,1,0,0,0,1,1
339,3,1,45.0,0,0,30,8.05,8,3,1,1,0,0,0,2,1
340,1,1,45.0,0,0,30,35.5,7,3,1,1,0,0,0,2,0
341,2,1,2.0,1,1,30,26.0,5,3,3,0,0,1,0,0,1
342,1,0,24.0,3,2,30,263.0,2,3,6,0,0,0,1,1,1
343,2,1,28.0,0,0,30,13.0,8,3,1,1,0,0,0,2,0
344,2,1,25.0,0,0,30,13.0,8,3,1,1,0,0,0,2,0
345,2,1,36.0,0,0,30,13.0,8,3,1,1,0,0,0,2,0
346,2,0,24.0,0,0,30,13.0,5,3,1,1,0,0,0,1,1
347,2,0,40.0,0,0,30,13.0,8,3,1,1,0,0,0,1,1
348,3,0,24.0,1,0,30,16.1,8,3,2,0,1,0,0,1,1
349,3,1,3.0,1,1,4,15.9,8,3,3,0,0,1,0,0,1
350,3,1,42.0,0,0,30,8.6625,8,3,1,1,0,0,0,2,0
351,3,1,23.0,0,0,30,9.225,8,3,1,1,0,0,0,2,0
352,1,1,24.0,0,0,30,35.0,2,3,1,1,0,0,0,2,0
353,3,1,15.0,1,1,30,7.2292,8,1,3,0,0,1,0,2,0
354,3,1,25.0,1,0,30,17.8,8,3,2,0,1,0,0,2,0
355,3,1,24.0,0,0,30,7.225,8,1,1,1,0,0,0,2,0
356,3,1,28.0,0,0,30,9.5,8,3,1,1,0,0,0,2,0
357,1,0,22.0,0,1,30,55.0,4,3,2,0,1,0,0,1,1
358,2,0,38.0,0,0,30,13.0,8,3,1,1,0,0,0,1,0
359,3,0,24.0,0,0,30,7.8792,8,2,1,1,0,0,0,1,1
360,3,0,24.0,0,0,30,7.8792,8,2,1,1,0,0,0,1,1
361,3,1,40.0,1,4,30,27.9,8,3,6,0,0,0,1,2,0
